symbol,report_type,fiscal_date,reported_currency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
JNJ,quarterly,2010-03-31,USD,93441000000,38861000000,13743000000,13743000000,5308000000,0,54580000000,14277000000,-14686000000,16799000000,16799000000,14977000000,0,0,4267000000,5525000000,0,40527000000,18499000000,0,0,0,4044000000,22028000000,0,8059000000,0,0,12103000000,7956000000,12297000000,52914000000,-19553000000,73184000000,3120000000,2797300000
JNJ,quarterly,2009-12-31,USD,94682000000,39541000000,15810000000,15810000000,5180000000,0,55141000000,14759000000,0,16323000000,16323000000,14862000000,0,0,3615000000,5290000000,0,44094000000,21731000000,0,0,0,6318000000,22363000000,0,8223000000,0,0,14541000000,9430000000,12716000000,50588000000,-19780000000,70306000000,3120000000,2792700000
JNJ,quarterly,2009-09-30,USD,91558000000,35602000000,11856000000,11856000000,5568000000,0,55956000000,14815000000,-14637000000,16636000000,16636000000,15017000000,0,19000000,2481000000,5418000000,0,41174000000,19245000000,0,0,0,3341000000,21929000000,0,8259000000,0,0,11600000000,8456000000,5054000000,50384000000,-19546000000,69471000000,3120000000,2793000000
JNJ,quarterly,2009-06-30,USD,87438000000,35494000000,11686000000,11686000000,5472000000,0,51944000000,14502000000,-13909000000,14720000000,14720000000,14152000000,0,18000000,3030000000,5173000000,0,41191000000,19886000000,0,0,0,5435000000,21305000000,0,8179000000,0,0,13614000000,8109000000,4275000000,46247000000,-19800000000,67408000000,3120000000,2789800000
JNJ,quarterly,2009-03-31,USD,86100000000,34839000000,12589000000,12589000000,5359000000,0,51261000000,14253000000,0,14840000000,14840000000,14083000000,0,0,1344000000,5716000000,0,42309000000,21325000000,0,0,0,6022000000,20984000000,0,8052000000,0,0,14074000000,8203000000,0,43791000000,-19558000000,65398000000,3120000000,2789800000
JNJ,quarterly,2008-12-31,USD,84912000000,34377000000,10768000000,10768000000,5052000000,0,50535000000,14365000000,0,13976000000,13976000000,13719000000,0,0,2041000000,6797000000,0,42401000000,20852000000,0,0,0,3732000000,21549000000,0,8120000000,0,0,11852000000,9200000000,0,42511000000,-19033000000,63379000000,3120000000,2799000000
JNJ,quarterly,2008-09-30,USD,87724000000,36590000000,14018000000,14018000000,5473000000,0,51134000000,14355000000,0,14296000000,14296000000,14275000000,0,0,781000000,6162000000,0,41990000000,22730000000,0,0,0,6245000000,19260000000,0,8395000000,0,0,14640000000,10101000000,0,45734000000,-18334000000,61878000000,3120000000,2831300000
JNJ,quarterly,2008-06-30,USD,88113000000,35817000000,12646000000,12646000000,5700000000,0,52296000000,14627000000,0,14675000000,14675000000,14526000000,0,0,412000000,6520000000,0,41678000000,21780000000,0,0,0,5156000000,19898000000,0,8770000000,0,0,13926000000,10001000000,0,46435000000,-17206000000,59960000000,3120000000,2844800000
JNJ,quarterly,2008-03-31,USD,85995000000,33818000000,10539000000,10539000000,5575000000,0,52177000000,14486000000,0,14818000000,14818000000,14615000000,0,0,605000000,6715000000,0,40370000000,22071000000,0,0,0,4250000000,18299000000,0,7166000000,0,0,11416000000,10334000000,0,45625000000,-15815000000,57811000000,3120000000,2866300000
JNJ,quarterly,2007-12-31,USD,80954000000,29945000000,7770000000,7770000000,5110000000,0,51009000000,14185000000,0,14640000000,14640000000,14123000000,0,0,1545000000,6076000000,0,37635000000,19837000000,0,0,0,2463000000,17798000000,0,7074000000,0,0,9537000000,10242000000,0,43319000000,-14388000000,55280000000,3120000000,2884900000
JNJ,quarterly,2007-09-30,USD,78665000000,28941000000,6640000000,6640000000,5414000000,0,49724000000,13613000000,0,15468000000,15468000000,14040000000,0,0,1680000000,5823000000,0,35092000000,19328000000,0,0,0,3264000000,15764000000,0,4633000000,0,0,7897000000,10101000000,0,43573000000,-12210000000,54197000000,3120000000,2912900000
JNJ,quarterly,2007-06-30,USD,74683000000,25804000000,5571000000,5571000000,5155000000,0,48879000000,13385000000,0,15412000000,15412000000,13754000000,0,0,400000000,5208000000,0,31561000000,18983000000,0,0,0,4470000000,12578000000,0,2013000000,0,0,6483000000,9055000000,0,43122000000,-10919000000,52819000000,3120000000,2922500000
JNJ,quarterly,2007-03-31,USD,73066000000,24673000000,5175000000,5175000000,5047000000,0,48393000000,13180000000,0,15568000000,15568000000,13663000000,0,0,16000000,5142000000,0,32138000000,19663000000,0,0,0,4682000000,12475000000,0,2012000000,0,0,6694000000,9338000000,0,40928000000,-10918000000,50850000000,3120000000,2924300000
JNJ,quarterly,2006-12-31,USD,70556000000,22975000000,4083000000,4083000000,4889000000,0,47581000000,13044000000,0,15348000000,15348000000,13340000000,0,0,1000000,5290000000,0,31238000000,19161000000,0,0,0,4579000000,12077000000,0,2014000000,0,0,6593000000,8891000000,0,39318000000,-10974000000,49290000000,3120000000,2939183110
JNJ,quarterly,2006-09-30,USD,61238000000,31286000000,14491000000,14491000000,4449000000,0,29952000000,11462000000,0,6562000000,6562000000,6769000000,0,0,201000000,4167000000,0,20665000000,12063000000,0,0,0,362000000,8602000000,0,2007000000,0,0,2369000000,7737000000,0,40573000000,-10218000000,48210000000,3120000000,2948100000
JNJ,quarterly,2006-06-30,USD,60990000000,31514000000,14647000000,14647000000,4313000000,0,29476000000,11287000000,0,6617000000,6617000000,6657000000,0,0,78000000,4314000000,0,20248000000,12189000000,0,0,0,654000000,8059000000,0,1981000000,0,0,2635000000,7446000000,0,40742000000,-8358000000,46530000000,3120000000,2974400000
JNJ,quarterly,2006-03-31,USD,62133000000,33752000000,16822000000,16822000000,4240000000,0,28381000000,10951000000,0,6438000000,6438000000,6460000000,0,0,363000000,4656000000,0,21010000000,13192000000,0,0,0,828000000,7818000000,0,1980000000,0,0,2808000000,8425000000,0,41123000000,-6077000000,44713000000,3120000000,2992700000
JNJ,quarterly,2005-12-31,USD,58864000000,31480000000,16055000000,16055000000,3959000000,0,27384000000,10830000000,0,6185000000,6185000000,5990000000,0,0,83000000,4373000000,0,20154000000,12635000000,0,0,0,668000000,7519000000,0,2017000000,0,0,2685000000,7652000000,0,38710000000,-5965000000,42310000000,3120000000,2986740299
JNJ,quarterly,2005-09-30,USD,56574000000,30576000000,14825000000,14825000000,4015000000,0,25998000000,10227000000,0,12086000000,12086000000,6019000000,0,0,354000000,4228000000,0,19727000000,12047000000,0,0,0,278000000,7680000000,0,2139000000,0,0,2417000000,8085000000,0,36847000000,-5944000000,40422000000,3120000000,3006200000
JNJ,quarterly,2005-06-30,USD,54553000000,28720000000,12156000000,12156000000,3963000000,0,25833000000,10091000000,0,12195000000,12195000000,6002000000,0,0,1005000000,4217000000,0,19384000000,11640000000,0,0,0,304000000,7744000000,0,2329000000,0,0,2633000000,7387000000,0,35169000000,-5999000000,38853000000,3120000000,3024700000
JNJ,quarterly,2005-03-31,USD,54446000000,28766000000,8539000000,8539000000,3814000000,0,25680000000,10237000000,0,11818000000,11818000000,5819000000,0,0,5111000000,3966000000,0,20792000000,12981000000,0,0,0,319000000,7811000000,0,2459000000,0,0,2778000000,8624000000,0,33654000000,-6118000000,37300000000,3120000000,3023700000
JNJ,quarterly,2004-12-31,USD,53317000000,27320000000,9203000000,9203000000,3744000000,0,25997000000,10436000000,0,11842000000,11842000000,5863000000,0,0,3681000000,3861000000,0,21504000000,13927000000,0,0,0,280000000,7577000000,0,2565000000,0,0,2845000000,8420000000,0,31813000000,-6004000000,35223000000,3120000000,2968100000
PFE,annual,2024-12-31,USD,213396000000,50358000000,1043000000,1043000000,10851000000,0,163038000000,0,0,55412000000,55412000000,68527000000,0,2227000000,19434000000,4253000000,0,124899000000,42995000000,0,0,0,6946000000,81904000000,0,56703000000,6946000000,0,63649000000,28905000000,14151000000,88203000000,0,116725000000,480000000,5700000000
PFE,annual,2023-12-31,USD,226501000000,43333000000,2853000000,2853000000,10189000000,0,183168000000,18940000000,0,64900000000,64900000000,67783000000,0,15368000000,9837000000,9277000000,0,137213000000,47794000000,0,0,0,10877000000,89419000000,0,60499000000,10346000000,0,75041000000,27507000000,16540000000,89014000000,-114487000000,118353000000,478000000,5709000000
PFE,annual,2022-12-31,USD,197206000000,51259000000,416000000,416000000,8981000000,0,145944000000,16274000000,0,43370000000,43370000000,51375000000,0,15069000000,22316000000,5017000000,0,101289000000,42138000000,0,0,0,2945000000,59151000000,0,32884000000,2945000000,0,35829000000,29864000000,25242000000,95661000000,-113969000000,125656000000,476000000,5733000000
PFE,annual,2021-12-31,USD,181477000000,59693000000,1944000000,1944000000,9059000000,0,121782000000,14882000000,0,25146000000,25146000000,49208000000,0,21526000000,29125000000,3820000000,0,104014000000,42671000000,0,0,0,2241000000,61343000000,0,36195000000,2241000000,0,38436000000,31785000000,9744000000,77201000000,-111361000000,103394000000,473000000,5708000000
PFE,annual,2020-12-31,USD,154229000000,35067000000,1784000000,1784000000,8046000000,0,119163000000,13900000000,0,28472000000,28472000000,49577000000,0,20262000000,10437000000,3439000000,0,90756000000,25920000000,0,0,0,2703000000,64836000000,0,37133000000,2703000000,0,39836000000,12639000000,23640000000,63238000000,-110988000000,96770000000,470000000,5632000000
PFE,annual,2019-12-31,USD,167488000000,32803000000,1305000000,1305000000,8283000000,0,134685000000,13967000000,0,35369000000,35369000000,58653000000,0,20147000000,8525000000,2601000000,0,104042000000,37304000000,0,0,0,16190000000,66738000000,0,35955000000,16195000000,0,52145000000,11090000000,25205000000,63143000000,-110801000000,97670000000,468000000,5675000000
PFE,annual,2018-12-31,USD,159422000000,49926000000,1139000000,1139000000,7508000000,0,109497000000,13385000000,0,35211000000,35211000000,53411000000,0,2767000000,17694000000,2461000000,0,95664000000,31858000000,0,0,0,8836000000,63806000000,0,32909000000,8831000000,0,41745000000,12639000000,27197000000,63407000000,-101610000000,89554000000,467000000,5977000000
PFE,annual,2017-12-31,USD,171797000000,41141000000,1342000000,1342000000,7578000000,0,130654000000,13865000000,0,48740000000,48740000000,55952000000,0,7015000000,18650000000,2288000000,0,100141000000,30427000000,0,0,0,9940000000,69714000000,0,33538000000,9954000000,0,43478000000,11129000000,32276000000,71308000000,-89425000000,85291000000,464000000,1211600000
PFE,annual,2016-12-31,USD,171615000000,38949000000,2595000000,2595000000,6783000000,0,132666000000,13318000000,0,52648000000,52648000000,54449000000,0,7116000000,15255000000,2249000000,0,111775000000,31115000000,0,0,0,10688000000,80660000000,0,31398000000,10688000000,0,42086000000,11023000000,18509000000,59544000000,-84364000000,71774000000,461000000,1231800000
PFE,annual,2015-12-31,USD,167460000000,43804000000,3641000000,3641000000,7513000000,0,123658000000,13766000000,0,40358000000,40358000000,48242000000,0,15999000000,19649000000,2163000000,0,102462000000,29399000000,0,0,0,10160000000,73063000000,0,28818000000,3724000000,0,38978000000,10990000000,17368000000,64720000000,-79252000000,71993000000,459000000,1251400000
PFE,annual,2014-12-31,USD,169274000000,57702000000,3343000000,3343000000,5663000000,0,111573000000,11762000000,0,35167000000,35167000000,42069000000,0,17518000000,32779000000,2750000000,0,97652000000,21631000000,0,0,0,5141000000,76021000000,0,31541000000,3012000000,0,36682000000,9024000000,19500000000,71301000000,-73021000000,72176000000,455000000,1284800000
PFE,annual,2013-12-31,USD,172101000000,56244000000,2183000000,2183000000,6166000000,0,115857000000,12397000000,0,39385000000,39385000000,42519000000,0,16406000000,30225000000,8313000000,0,95481000000,23366000000,0,0,0,6027000000,72115000000,0,30462000000,0,0,36489000000,13427000000,16063000000,76307000000,-67923000000,69732000000,453000000,6895000000
PFE,annual,2012-12-31,USD,185798000000,61415000000,10389000000,10389000000,7063000000,0,124383000000,14461000000,0,46013000000,46013000000,44672000000,0,14149000000,22319000000,15681000000,0,104120000000,28619000000,0,0,0,6424000000,75501000000,0,31036000000,0,0,37460000000,18831000000,22872000000,81260000000,-40121000000,54240000000,448000000,7508000000
PFE,annual,2011-12-31,USD,188002000000,57728000000,3539000000,3539000000,7769000000,0,130274000000,16938000000,0,53833000000,53833000000,45067000000,0,9457000000,23219000000,9542000000,0,105381000000,28069000000,0,0,0,4018000000,77312000000,0,34931000000,0,0,38949000000,19202000000,22784000000,82190000000,-31801000000,46210000000,445000000,7870000000
PFE,annual,2010-12-31,USD,195014000000,60468000000,1735000000,1735000000,8405000000,0,134546000000,19123000000,0,57558000000,57558000000,43947000000,0,9748000000,26277000000,10749000000,0,106749000000,28609000000,0,0,0,5623000000,78140000000,0,38410000000,0,0,44033000000,18041000000,21082000000,87813000000,-22712000000,42716000000,444000000,8074000000
PFE,annual,2009-12-31,USD,212949000000,61670000000,1978000000,1978000000,12403000000,0,151279000000,22780000000,0,68015000000,68015000000,42376000000,0,13122000000,23991000000,7458000000,0,122503000000,37225000000,0,0,0,5469000000,85278000000,0,43193000000,0,0,48662000000,17279000000,24246000000,90014000000,-21632000000,40426000000,443000000,7045000000
PFE,annual,2008-12-31,USD,111148000000,43076000000,2122000000,2122000000,4381000000,0,68072000000,13287000000,0,17721000000,17721000000,21464000000,0,0,21609000000,5182000000,0,53408000000,27009000000,0,0,0,9320000000,26399000000,0,7963000000,0,0,17283000000,15938000000,0,57556000000,-57391000000,49142000000,443000000,6750000000
PFE,annual,2007-12-31,USD,115268000000,46849000000,3406000000,3406000000,5302000000,0,68419000000,15734000000,0,20498000000,20498000000,21382000000,0,0,22069000000,5612000000,0,50144000000,21835000000,0,0,0,5825000000,28309000000,0,7314000000,0,0,13139000000,13740000000,0,65010000000,-56847000000,49660000000,442000000,6939000000
PFE,annual,2006-12-31,USD,114837000000,46949000000,1827000000,1827000000,6111000000,0,67888000000,16632000000,0,24350000000,24350000000,20876000000,0,0,25886000000,3928000000,0,43479000000,21389000000,0,0,0,2434000000,22090000000,0,5546000000,0,0,7980000000,16936000000,0,71358000000,-46740000000,49669000000,441000000,7274000000
PFE,annual,2005-12-31,USD,117565000000,41896000000,2247000000,2247000000,6039000000,0,75669000000,17090000000,0,51560000000,51560000000,23774000000,0,0,19979000000,9518000000,0,51938000000,28448000000,0,0,0,11589000000,23490000000,0,6347000000,0,0,17936000000,14786000000,0,65627000000,-39767000000,37608000000,439000000,7411000000
PFE,quarterly,2024-12-31,USD,213396000000,50358000000,1043000000,1043000000,10851000000,0,163038000000,0,0,55412000000,55412000000,68527000000,0,2227000000,19434000000,4253000000,0,124899000000,42995000000,0,0,0,6946000000,81904000000,0,56703000000,6946000000,0,63649000000,25995000000,14151000000,88203000000,0,116725000000,480000000,5703000000
PFE,quarterly,2024-09-30,USD,219476000000,43223000000,1092000000,1092000000,11721000000,0,176254000000,0,0,59986000000,59986000000,68570000000,0,10762000000,8860000000,3856000000,0,126918000000,43211000000,0,0,0,9699000000,83707000000,0,56918000000,9699000000,0,66617000000,23301000000,15570000000,92286000000,0,121059000000,480000000,5705000000
PFE,quarterly,2024-06-30,USD,216193000000,37825000000,1052000000,1052000000,11447000000,0,178367000000,0,0,61240000000,61240000000,68445000000,0,11148000000,6049000000,4190000000,0,128218000000,43819000000,0,0,0,11944000000,84399000000,0,56733000000,11944000000,0,68677000000,21357000000,16094000000,87700000000,0,116596000000,480000000,5696000000
PFE,quarterly,2024-03-31,USD,221095000000,42415000000,719000000,719000000,10892000000,0,178680000000,18803000000,0,62828000000,62828000000,69297000000,0,11613000000,11209000000,8606000000,0,128536000000,40497000000,0,0,0,8232000000,88039000000,0,60951000000,8231000000,0,69539000000,24172000000,15123000000,92282000000,0,121318000000,480000000,5697000000
PFE,quarterly,2023-12-31,USD,226501000000,43333000000,2853000000,2853000000,10189000000,0,183168000000,21864000000,0,64900000000,64900000000,67783000000,0,15368000000,9837000000,9277000000,0,137213000000,47794000000,0,0,0,10877000000,89419000000,0,60982000000,10346000000,0,75041000000,27507000000,16540000000,89014000000,-114487000000,118353000000,478000000,5647000000
PFE,quarterly,2023-09-30,USD,215021000000,74012000000,3148000000,3148000000,10204000000,0,141009000000,17862000000,0,40224000000,40224000000,51527000000,0,14238000000,41033000000,8541000000,0,117816000000,31136000000,0,0,0,2548000000,86680000000,0,61048000000,2548000000,0,63596000000,19148000000,14243000000,96934000000,-114485000000,126411000000,478000000,5646000000
PFE,quarterly,2023-06-30,USD,220168000000,73347000000,2632000000,2632000000,10310000000,0,146821000000,17488000000,0,41407000000,41407000000,51572000000,0,15066000000,42153000000,8021000000,0,120874000000,34647000000,0,0,0,2013000000,86227000000,0,61356000000,3985000000,0,65341000000,20367000000,23639000000,99019000000,-114482000000,128796000000,478000000,5713000000
PFE,quarterly,2023-03-31,USD,195617000000,50078000000,2166000000,2166000000,9541000000,0,145539000000,17052000000,0,42001000000,42001000000,51476000000,0,14743000000,17806000000,8260000000,0,94381000000,36562000000,0,0,0,4188000000,57819000000,0,31704000000,4189000000,0,35892000000,22532000000,25048000000,100971000000,-114473000000,131102000000,478000000,5727000000
PFE,quarterly,2022-12-31,USD,197206000000,51259000000,416000000,416000000,8981000000,0,145944000000,16274000000,0,43370000000,43370000000,51375000000,0,15069000000,22316000000,5017000000,0,101289000000,42138000000,0,0,0,2945000000,59151000000,0,32884000000,2945000000,0,35829000000,29864000000,25242000000,95661000000,-113969000000,125656000000,476000000,5743000000
PFE,quarterly,2022-09-30,USD,195349000000,70403000000,1298000000,1298000000,9513000000,0,124946000000,15441000000,0,28150000000,28150000000,49441000000,0,13888000000,34825000000,6147000000,0,102459000000,44314000000,0,0,0,4024000000,58145000000,0,32629000000,4024000000,0,36653000000,27832000000,24900000000,92631000000,-113945000000,122967000000,476000000,5718000000
PFE,quarterly,2022-06-30,USD,195290000000,67466000000,1780000000,1780000000,10454000000,0,127824000000,15244000000,0,29065000000,29065000000,49891000000,0,18962000000,31524000000,8553000000,0,107820000000,47410000000,0,0,0,5990000000,60410000000,0,34294000000,5990000000,0,40284000000,28058000000,25558000000,87209000000,-113939000000,116608000000,476000000,5712000000
PFE,quarterly,2022-03-31,USD,183841000000,54420000000,2470000000,2470000000,9979000000,0,129420000000,15109000000,0,29816000000,29816000000,50211000000,0,20737000000,21427000000,4202000000,0,101156000000,39268000000,0,0,0,636000000,61888000000,0,35656000000,636000000,0,36292000000,30018000000,25576000000,82424000000,-113931000000,111193000000,476000000,5758000000
PFE,quarterly,2021-12-31,USD,181477000000,59693000000,1944000000,1944000000,9059000000,0,121782000000,14882000000,0,25146000000,25146000000,49208000000,0,21526000000,29125000000,3820000000,0,104014000000,42671000000,0,0,0,2241000000,61343000000,0,36195000000,2241000000,0,38436000000,31785000000,9744000000,77201000000,-111361000000,103394000000,473000000,5768000000
PFE,quarterly,2021-09-30,USD,179188000000,57900000000,1966000000,1966000000,8640000000,0,121288000000,14436000000,0,26306000000,26306000000,49489000000,0,21597000000,27730000000,3790000000,0,103221000000,41803000000,0,0,0,3629000000,61418000000,0,36250000000,3629000000,0,39879000000,29947000000,24840000000,75691000000,-111359000000,102252000000,473000000,5725000000
PFE,quarterly,2021-06-30,USD,169920000000,48814000000,2372000000,2372000000,8948000000,0,121106000000,14224000000,0,27323000000,27323000000,49867000000,0,20942000000,19328000000,3818000000,0,99605000000,35664000000,0,0,0,3888000000,63941000000,0,33847000000,3888000000,0,39242000000,23158000000,8228000000,70042000000,-111356000000,96346000000,472000000,5678000000
PFE,quarterly,2021-03-31,USD,158818000000,39533000000,1768000000,1768000000,8493000000,0,119284000000,14011000000,0,27973000000,27973000000,49791000000,0,20228000000,11899000000,4090000000,0,89953000000,26652000000,0,0,0,4352000000,63301000000,0,35347000000,4352000000,0,39699000000,16184000000,23597000000,68620000000,-111349000000,95158000000,472000000,5662000000
PFE,quarterly,2020-12-31,USD,154229000000,35067000000,1784000000,1784000000,8046000000,0,119163000000,13900000000,0,28472000000,28472000000,49577000000,0,20262000000,10437000000,3439000000,0,90756000000,25920000000,0,0,0,2703000000,64836000000,0,37133000000,2703000000,0,39836000000,12639000000,23640000000,63238000000,-110988000000,96770000000,470000000,5662000000
PFE,quarterly,2020-09-30,USD,178983000000,47739000000,1587000000,1587000000,9295000000,0,131245000000,14403000000,0,30928000000,30928000000,59902000000,0,19008000000,8912000000,2520000000,0,113488000000,34154000000,0,0,0,13364000000,79334000000,0,49785000000,13364000000,0,63149000000,10682000000,25008000000,65259000000,-110980000000,100284000000,470000000,5633000000
PFE,quarterly,2020-06-30,USD,177934000000,46424000000,1801000000,1801000000,8564000000,0,131511000000,14113000000,0,33542000000,33542000000,58449000000,0,18720000000,9581000000,17350000000,0,113370000000,32723000000,0,0,0,13084000000,80647000000,0,50529000000,13084000000,0,63612000000,14322000000,24710000000,64336000000,-110978000000,100203000000,470000000,5619000000
PFE,quarterly,2020-03-31,USD,166336000000,34738000000,2151000000,2151000000,8423000000,0,131599000000,14040000000,0,34464000000,34464000000,58502000000,0,18220000000,8200000000,6084000000,0,100998000000,33890000000,0,0,0,16007000000,67108000000,0,36281000000,16007000000,0,52285000000,12761000000,25559000000,65026000000,-111010000000,101000000000,470000000,5613000000
PFE,quarterly,2019-12-31,USD,167488000000,32803000000,1305000000,1305000000,8283000000,0,134685000000,13967000000,0,35369000000,35369000000,58653000000,0,20147000000,8525000000,5966000000,0,104042000000,37304000000,0,0,0,16471000000,66738000000,0,35955000000,16195000000,0,52145000000,15966000000,25205000000,63143000000,-110801000000,97670000000,468000000,5631000000
PFE,quarterly,2019-09-30,USD,170446000000,33459000000,2785000000,2785000000,8222000000,0,136987000000,13701000000,0,38995000000,38995000000,58665000000,0,18722000000,6302000000,6711000000,0,105050000000,36974000000,0,0,0,16617000000,68076000000,0,36044000000,16617000000,0,52654000000,14523000000,25309000000,65103000000,-110795000000,100113000000,468000000,5649000000
PFE,quarterly,2019-06-30,USD,156199000000,47073000000,1784000000,1784000000,8233000000,0,109126000000,13521000000,0,33025000000,33025000000,53352000000,0,2905000000,11127000000,16135000000,0,96275000000,32030000000,0,0,0,10507000000,64245000000,0,36168000000,10506000000,0,46674000000,15985000000,24896000000,59568000000,-110786000000,94440000000,468000000,5672000000
PFE,quarterly,2019-03-31,USD,155421000000,45290000000,1937000000,1937000000,8029000000,0,110132000000,13467000000,0,34040000000,34040000000,53487000000,0,2859000000,9682000000,16043000000,0,96263000000,29423000000,0,0,0,9410000000,66840000000,0,35733000000,9410000000,0,45144000000,14008000000,27515000000,58806000000,-110781000000,93388000000,468000000,5750000000
PFE,quarterly,2018-12-31,USD,159422000000,49926000000,1139000000,1139000000,7508000000,0,109497000000,13385000000,0,35211000000,35211000000,53411000000,0,2767000000,17694000000,2461000000,0,95664000000,31858000000,0,0,0,8836000000,63806000000,0,32909000000,4781000000,0,41745000000,12639000000,27197000000,63407000000,-101610000000,89554000000,467000000,5788000000
PFE,quarterly,2018-09-30,USD,167839000000,41583000000,3559000000,3559000000,8184000000,0,126256000000,14036000000,0,45307000000,45307000000,55614000000,0,6444000000,13680000000,6136000000,0,96174000000,29013000000,0,0,0,7385000000,67161000000,0,33652000000,4264000000,0,48432000000,14550000000,27997000000,71319000000,-96574000000,91995000000,466000000,5986000000
PFE,quarterly,2018-06-30,USD,164980000000,37303000000,2704000000,2704000000,8074000000,0,127678000000,13919000000,0,46584000000,46584000000,55836000000,0,6595000000,10727000000,5925000000,0,94856000000,32156000000,0,0,0,11583000000,62700000000,0,28935000000,4273000000,0,40522000000,13896000000,28023000000,69778000000,-95463000000,89860000000,465000000,5952000000
PFE,quarterly,2018-03-31,USD,164612000000,34835000000,2302000000,2302000000,8148000000,0,129777000000,13971000000,0,47689000000,47689000000,56393000000,0,6945000000,9119000000,5814000000,0,94071000000,27365000000,0,0,0,9010000000,66706000000,0,31831000000,4765000000,0,40832000000,12862000000,28908000000,70184000000,-95460000000,89961000000,465000000,6057000000
PFE,quarterly,2017-12-31,USD,171797000000,41141000000,1342000000,1342000000,7578000000,0,130654000000,13865000000,0,48740000000,48740000000,55952000000,0,7015000000,18650000000,2288000000,0,100141000000,30427000000,0,0,0,9940000000,69714000000,0,33538000000,3547000000,0,43478000000,11129000000,32276000000,71308000000,-89425000000,85291000000,464000000,6064000000
PFE,quarterly,2017-09-30,USD,172151000000,40291000000,2779000000,2779000000,7925000000,0,131861000000,13505000000,0,49721000000,49721000000,56078000000,0,7311000000,14146000000,5439000000,0,111041000000,28217000000,0,0,0,9448000000,82824000000,0,34503000000,44105000000,0,43951000000,14286000000,17910000000,60770000000,-89421000000,75043000000,463000000,6041000000
PFE,quarterly,2017-06-30,USD,168558000000,36385000000,2585000000,2585000000,7584000000,0,132174000000,13386000000,0,51348000000,51348000000,55014000000,0,7008000000,11748000000,4992000000,0,109864000000,27182000000,0,0,0,9514000000,82682000000,0,34191000000,43871000000,0,43705000000,13677000000,17612000000,58368000000,-89416000000,74107000000,463000000,6037000000
PFE,quarterly,2017-03-31,USD,168784000000,35878000000,4057000000,4057000000,7415000000,0,132904000000,13238000000,0,52426000000,52426000000,54656000000,0,7346000000,10503000000,5011000000,0,110038000000,24864000000,0,0,0,7680000000,85174000000,0,36330000000,7680000000,0,44010000000,13001000000,17987000000,58435000000,-89414000000,74847000000,463000000,6092000000
PFE,quarterly,2016-12-31,USD,171615000000,38949000000,2595000000,2595000000,6783000000,0,132666000000,13318000000,0,52648000000,52648000000,54449000000,0,7116000000,15255000000,6091000000,0,111775000000,31115000000,0,0,0,10688000000,80660000000,0,31398000000,4226000000,0,42086000000,15454000000,18509000000,59544000000,-84364000000,71774000000,461000000,6144000000
PFE,quarterly,2016-09-30,USD,178429000000,38501000000,2094000000,2094000000,7507000000,0,139927000000,13284000000,0,54237000000,54237000000,56281000000,0,9507000000,12277000000,6787000000,0,114829000000,34759000000,0,0,0,13633000000,80070000000,0,30437000000,13633000000,0,44070000000,16492000000,17946000000,63306000000,-84346000000,72846000000,461000000,6138000000
PFE,quarterly,2016-06-30,USD,170658000000,43845000000,3411000000,3411000000,7614000000,0,126812000000,13609000000,0,43056000000,43056000000,50600000000,0,13124000000,17531000000,6151000000,0,107592000000,32099000000,0,0,0,13724000000,75493000000,0,30457000000,13724000000,0,44181000000,14467000000,16735000000,62769000000,-84313000000,73350000000,461000000,6137000000
PFE,quarterly,2016-03-31,USD,162929000000,41298000000,2561000000,2561000000,7578000000,0,121631000000,13584000000,0,39602000000,39602000000,48558000000,0,14146000000,16882000000,5244000000,0,99582000000,28735000000,0,0,0,11546000000,70847000000,0,27824000000,11546000000,0,39370000000,13144000000,16477000000,63068000000,-84313000000,74971000000,460000000,6214000000
PFE,quarterly,2015-12-31,USD,167460000000,43804000000,3641000000,3641000000,7513000000,0,123658000000,13766000000,0,40358000000,40358000000,48242000000,0,15999000000,19649000000,4825000000,0,102462000000,29399000000,0,0,0,10160000000,73063000000,0,28818000000,3724000000,0,38978000000,15200000000,17368000000,64720000000,-79252000000,71993000000,459000000,6174000000
PFE,quarterly,2015-09-30,USD,170867000000,45001000000,3099000000,3099000000,7678000000,0,125865000000,13695000000,0,43297000000,43297000000,47217000000,0,16233000000,17559000000,7130000000,0,103743000000,27845000000,0,0,0,9818000000,75898000000,0,29079000000,0,0,38897000000,13555000000,18164000000,66838000000,-79259000000,74019000000,459000000,6243000000
